msg_id,raw_name,quantity,unit,confidence
54968,закл под люстру,20,шт,high
54992,закл под люстру,10,шт,high
55033,закл под люстру,20,шт,high
111941,закл под люстру,3,,high
112196,закл под люстру,2,шт,high
112263,закл под люстру,18,шт,high
112463,закл под люстру,7,шт,high
112541,закл под люстру,2,,high
112590,закл под люстру,1,,high
160820,закл под люстру,3,шт,high
171475,закл под люстру,9,шт,high
216103,закл под люстру,1,,high
216185,закл под люстру,1,шт,high
216282,закл под люстру,7,шт,high
216351,закл под люстру,4,шт,high
216471,закл под люстру,3,шт,high
216486,закл под люстру,1,шт,high
225812,закл под люстру,1,,high
226817,закл под люстру,4,,high
301654,закл под люстру,5,шт,high
302765,закл под люстру,40,,high
302866,закл под люстру,20,,high
313545,закл под люстру,2,шт,high
198345,закл под люстру + кольцо,1,шт,medium
199007,закл под люстру + кольцо,1,шт,high
198345,закл под люстру +кольцо,,,medium
306468,закл под люстру с кольцом 45,1,шт,high
28885,закл под люстру тиса,1,шт,high
30125,закл под люстру тиса,2,,high
30230,закл под люстру тиса,1,,high
30364,закл под люстру тиса,2,шт,high
30392,закл под люстру тиса,3,шт,high
30942,закл под люстру тиса,1,,high
53662,закл под люстру тиса,5,шт,high
189555,закл под люстру усил,8,шт,high
28522,закл под люстру фанера,1,шт,high
29224,закл под люстру фанера,2,,high
29472,закл под люстру фанера,2,,high
29721,закл под люстру фанера,1,,high
30589,закл под люстру фанера,2,шт,high
30886,закл под люстру фанера,3,,high
53886,закл под люстру фанера,2,шт,high
53886,закл под люстру фанера,2,,high
129055,закл под люстры,3,шт,high
189602,закл под мини люстру,1,шт,high
226817,закл под мини люстру,9,,high
123375,закл под пож,5,шт,high
54968,закл под пож датчик,20,шт,high
54992,закл под пож датчик,10,шт,high
123713,закл под пож датчик,6,шт,high
302765,закл под пож датчик,40,,high
55033,закл под пожарку,20,шт,high
88815,закл под пожарку,16,шт,high
88939,закл под пожарку,4,шт,high
294332,закл под пожарку,2,шт,high
28367,закл под пожарный датчик,,,medium
54958,закл под пожарный датчик,20,шт,high
129019,закл под пожарный датчик,31,,high
302866,закл под пожарный датчик,20,,high
29226,закл под св,6,,high
313852,закл под свет 75,8,шт,high
189602,закл под свет унив,6,шт,high
171515,"закл под свет. 90""",6,шт,high
28380,закл под светильник,20,шт,high
28450,закл под светильник,12,шт,high
28885,закл под светильник,9,шт,high
29073,закл под светильник,12,шт,high
29425,закл под светильник,10,шт,high
29472,закл под светильник,20,,high
30071,закл под светильник,21,,high
30230,закл под светильник,4,,high
30364,закл под светильник,9,шт,high
30589,закл под светильник,16,шт,high
30797,закл под светильник,15,,high
30886,закл под светильник,34,,high
30980,закл под светильник,17,шт,high
53749,закл под светильник,12,шт,high
53886,закл под светильник,20,шт,high
53886,закл под светильник,20,,high
54958,закл под светильник,80,шт,high
54968,закл под светильник,170,шт,high
54992,закл под светильник,1,мешок,high
302765,закл под светильник,1,пачка,high
28914,закл под светильник 55/105,1,,high
28914,закл под светильник 55/105,1,шт,high
28914,закл под светильник 60/110,6,,high
28914,закл под светильник 60/110,6,шт,high
29760,закл под светильник 60/110,4,шт,high
171341,"закл под светильник 70""",48,шт,high
29590,закл под светильник унив,60,шт,high
29675,закл под светильник унив,4,,high
54362,закл под светильник унив,2,шт,high
11504,закл под светильники,5,,high
112263,закл под светильники,18,шт,high
297750,закл под светильники,9,шт,high
225935,закл под светильники (70),5,шт,high
225561,закл под светильники + кольца,16,,high
226268,закл под светильники + кольца,10,шт,high
226273,закл под светильники + кольца (70),12,шт,high
226813,закл под светильники+кольца,5,шт,high
226665,закл под светильники+кольца (70),17,шт,high
226665,закл под светильники+кольца (75),21,шт,high
226461,закл под светильники+кольца (80),4,шт,high
28475,закл под спот фанера,2,шт,high
28522,закл под спот фанера,2,шт,high
28610,закл под спот фанера,3,шт,high
28824,закл под спот фанера,1,шт,high
28955,закл под спот фанера,2,шт,high
29012,закл под спот фанера,8,шт,high
29148,закл под спот фанера,8,шт,high
29226,закл под спот фанера,4,,high
29425,закл под спот фанера,6,шт,high
29549,закл под спот фанера,5,,high
29721,закл под спот фанера,3,,high
29892,закл под спот фанера,3,,high
30071,закл под спот фанера,8,,high
30255,закл под спот фанера,5,,high
30256,закл под спот фанера,20,,high
30667,закл под спот фанера,2,шт,high
30685,закл под спот фанера,1,шт,high
30797,закл под спот фанера,5,,high
30980,закл под спот фанера,4,шт,high
53814,закл под спот фанера,8,,high
54335,закл под спот фанера,2,шт,high
226417,закл под стаканы,7,шт,high
123713,закл под т.с универсал,4,шт,high
90822,закл под точки универс,6,,high
90993,закл под точки универс,12,шт,high
28429,закл посмотри фанера,2,шт,medium
54395,закл прямоугольные фанера+отторг пвх,4,шт,high
269904,закл софит под gx,6,шт,high
269886,закл софит универсалка,9,шт,high
28705,закл спот фанера,2,шт,high
28857,закл спот фанера,1,шт,high
28888,закл спот фанера,2,шт,high
29760,закл спот фанера,5,шт,high
30496,закл спот фанера,6,шт,high
54395,закл спот фанера,6,шт,high
28390,закл тиса,1,шт,high
29425,закл тиса,1,шт,high
152615,закл унив,6,шт,high
112301,закл универсал,4,шт,high
297393,закл универсал,4,шт,high
128907,закл универсалки,19,шт,high
226817,закл универсальные,4,шт,high
270482,закл универсальные,15,шт,high
29111,закл фанера 200*200 внутри вырез 35мм,2,шт,high
29647,закл фанера 60*100см(в центре отверстие 45мм),2,шт,high
29111,закл фанера внутри вырез 130мм,1,шт,high
90822,закл фанера под люстру,2,шт,high
30492,закл фанера+пвх отторгающая круг 150внутри71,4,,high
53814,закл чпу под светильник,3,,high
28955,закл чпу с отторгающ круг внутри 68,2,шт,high
28955,закл чпу с отторгающей круг внутри 76,6,шт,high
171606,"закл. 90""",15,шт,high
11504,закл. под люстру,2,,high
312509,закл.из фанеры для люстры,1,шт,high
95935,заклад 90е,4,,high
73227,заклад для люстры фанера,5,шт,high
38810,заклад люстра деревянная 40/40,2,шт,high
73062,заклад люстра фанера,2,шт,high
73119,заклад люстра фанера,1,шт,high
112321,заклад под люстру,2,шт,high
215030,заклад тиса,1,шт,high
133179,закладаная под датчик из фанеры,2,шт,high
133189,закладаная под люстру из фанеры,4,шт,high
334964,закладка для светильников универсальная,4,шт,high
38963,закладна 90d,4,шт,high
179728,закладна под люстру (фанера) 50*50,1,шт,high
180379,закладна под люстру (фанера) 50*50,1,,high
181116,закладна фанера 50*50,1,,high
181210,закладна фанера 50*50,1,,high
181474,закладна фанера 50*50,1,,high
181729,закладна фанера 50*50,2,,high
181935,закладна фанера 50*50,2,,high
182252,закладна фанера 50*50,1,,high
178975,закладна фанера под люстру 50*50,2,,high
267811,закладная,,,medium
93400,закладная (фанера) под люстру,1,шт,high
159894,закладная +кольцо 120,4,шт,high
182335,закладная 100-150,6,,high
341418,закладная 105,1,шт,low
215192,закладная 105 мм,8,шт,high
232563,закладная 115-155,6,шт,high
159894,закладная 120,4,шт,high
179992,закладная 125*155,12,,high
180271,закладная 125*155,3,,high
180272,закладная 125*155,3,,high
180644,закладная 125*155,2,,medium
180901,закладная 125*155,5,шт,high
294556,закладная 125*155,7,шт,high
179922,закладная 125*165,2,шт,high
179368,закладная 125-155,1,,high
182006,закладная 125-155,1,,high
214664,закладная 150 мм,6,шт,high
294117,закладная 155*205,5,,high
180617,закладная 165*205,6,,high
180163,закладная 165*225,2,,high
181273,закладная 165*225,1,,high
182154,закладная 165*225,3,,high
182426,закладная 165-225,1,,high
189251,закладная 180мм,1,шт,high
341059,закладная 200/95,8,шт,high
104746,закладная 50-90,4,шт,high
157506,закладная 55/105,8,шт,high
38650,закладная 55/110,3,шт,high
21056,закладная 60*110,4,шт,high
178734,закладная 60*110,1,шт,high
179025,закладная 60*110,13,шт,high
179410,закладная 60*110,56,,high
181223,закладная 60*110,1,,high
182288,закладная 60*110,10,,high
299611,закладная 60-100,21,шт,high
312948,закладная 60-100,8,шт,high
132866,закладная 60-110,52,шт,high
142049,закладная 60-110,4,шт,high
142320,закладная 60-110,4,шт,high
178433,закладная 60-110,8,,high
178480,закладная 60-110,3,шт,high
178556,закладная 60-110,4,шт,high
178565,закладная 60-110,22,,medium
178687,закладная 60-110,47,,medium
178713,закладная 60-110,6,шт,high
178717,закладная 60-110,24,шт,high
178864,закладная 60-110,15,шт,high
178870,закладная 60-110,24,шт,high
178886,закладная 60-110,10,шт,high
178919,закладная 60-110,4,,high
178986,закладная 60-110,9,,high
179068,закладная 60-110,6,шт,high
179075,закладная 60-110,6,шт,high
179143,закладная 60-110,20,шт,high
179179,закладная 60-110,10,шт,high
179213,закладная 60-110,4,шт,high
179255,закладная 60-110,28,шт,high
179262,закладная 60-110,2,шт,high
179277,закладная 60-110,28,шт,high
179306,закладная 60-110,11,шт,high
179310,закладная 60-110,4,шт,high
179315,закладная 60-110,3,шт,high
179356,закладная 60-110,4,,high
179372,закладная 60-110,5,,high
179420,закладная 60-110,11,,high
179429,закладная 60-110,22,,high
179579,закладная 60-110,5,,high
179590,закладная 60-110,13,,high
179627,закладная 60-110,14,шт,high
179679,закладная 60-110,13,шт,high
179705,закладная 60-110,4,шт,high
179716,закладная 60-110,4,шт,high
179724,закладная 60-110,5,шт,high
179779,закладная 60-110,6,,high
179798,закладная 60-110,3,,high
179812,закладная 60-110,8,,high
179857,закладная 60-110,8,шт,high
179940,закладная 60-110,9,шт,high
179967,закладная 60-110,6,шт,high
179992,закладная 60-110,3,,high
180000,закладная 60-110,22,,high
180196,закладная 60-110,19,,high
180260,закладная 60-110,8,,high
180271,закладная 60-110,4,,high
180272,закладная 60-110,4,,high
180301,закладная 60-110,12,,high
180309,закладная 60-110,5,,high
180313,закладная 60-110,14,,high
180319,закладная 60-110,13,,high
180383,закладная 60-110,7,,high
180387,закладная 60-110,6,,high
180431,закладная 60-110,14,шт,high
180431,закладная 60-110,14,,high
180469,закладная 60-110,10,шт,high
180469,закладная 60-110,10,,high
180527,закладная 60-110,5,шт,high
180531,закладная 60-110,2,шт,high
180582,закладная 60-110,23,шт,high
180587,закладная 60-110,18,шт,high
180640,закладная 60-110,3,,medium
180644,закладная 60-110,1,,medium
180666,закладная 60-110,13,,high
180681,закладная 60-110,34,,high
180748,закладная 60-110,4,,high
180753,закладная 60-110,14,,high
180757,закладная 60-110,17,,high
180839,закладная 60-110,2,,high
180911,закладная 60-110,4,шт,high
180930,закладная 60-110,6,шт,high
180945,закладная 60-110,19,,high
180951,закладная 60-110,11,,high
180955,закладная 60-110,8,,high
180967,закладная 60-110,4,,high
181029,закладная 60-110,6,,high
181033,закладная 60-110,7,,high
181039,закладная 60-110,13,,high
181072,закладная 60-110,16,,high
181204,закладная 60-110,5,,high
181210,закладная 60-110,10,,high
181250,закладная 60-110,25,,high
181265,закладная 60-110,10,,high
181270,закладная 60-110,12,,high
181444,закладная 60-110,7,,high
181451,закладная 60-110,4,,high
181474,закладная 60-110,76,,high
181494,закладная 60-110,6,,high
181667,закладная 60-110,17,,high
181729,закладная 60-110,12,,high
181747,закладная 60-110,8,,high
181755,закладная 60-110,15,,high
181765,закладная 60-110,15,,high
181801,закладная 60-110,4,,high
181841,закладная 60-110,3,,high
181884,закладная 60-110,5,шт,high
181925,закладная 60-110,6,,high
181944,закладная 60-110,6,,high
181980,закладная 60-110,7,,high
182006,закладная 60-110,6,,high
182113,закладная 60-110,7,,high
182124,закладная 60-110,15,,high
182139,закладная 60-110,6,,high
182204,закладная 60-110,12,,high
182307,закладная 60-110,16,,high
182375,закладная 60-110,6,,high
182426,закладная 60-110,6,,high
182451,закладная 60-110,10,,high
182455,закладная 60-110,6,,high
182495,закладная 60-110,18,,high
182534,закладная 60-110,6,шт,high
182554,закладная 60-110,11,шт,high
182583,закладная 60-110,4,шт,high
182589,закладная 60-110,3,шт,high
182598,закладная 60-110,4,шт,high
182645,закладная 60-110,3,,medium
232754,закладная 60-110,33,шт,high
293884,закладная 60-110,4,шт,high
293888,закладная 60-110,6,шт,high
293927,закладная 60-110,8,,high
294004,закладная 60-110,29,,high
294023,закладная 60-110,10,,high
294073,закладная 60-110,22,шт,high
294078,закладная 60-110,2,шт,high
294097,закладная 60-110,7,шт,high
294136,закладная 60-110,29,,high
294148,закладная 60-110,15,,high
294164,закладная 60-110,6,,high
294171,закладная 60-110,12,,high
294223,закладная 60-110,40,шт,high
294236,закладная 60-110,19,шт,high
294288,закладная 60-110,31,шт,high
294293,закладная 60-110,8,шт,high
294295,закладная 60-110,4,шт,high
294362,закладная 60-110,10,шт,high
294377,закладная 60-110,4,шт,high
294411,закладная 60-110,13,шт,high
294419,закладная 60-110,11,шт,high
294541,закладная 60-110,18,шт,high
294560,закладная 60-110,5,шт,high
294588,закладная 60-110,6,шт,high
294611,закладная 60-110,6,,high
294615,закладная 60-110,6,,high
294625,закладная 60-110,7,,high
312993,закладная 60-110,16,шт,high
160640,закладная 60-110мм,36,шт,high
305867,закладная 60-110мм,9,шт,high
261279,закладная 60-120,8,шт,high
122995,закладная 60/110,10,шт,high
152509,закладная 60/110,25,шт,high
157506,закладная 60/110,8,шт,high
224339,закладная 60/110,12,шт,high
339253,закладная 70,26,шт,high
73034,закладная 70мм,41,шт,high
214482,закладная 75 мм,26,шт,high
159894,закладная 80,4,шт,high
556,закладная 90,3,,high
6349,закладная 90,30,шт,high
23818,закладная 90,1,шт,high
38629,закладная 90,16,шт,high
39177,закладная 90,10,шт,high
39341,закладная 90,22,шт,high
48895,закладная 90,8,шт,high
48934,закладная 90,4,шт,high
104251,закладная 90,8,шт,high
139385,закладная 90,30,шт,high
139424,закладная 90,4,шт,high
139527,закладная 90,26,шт,high
139837,закладная 90,3,шт,high
139899,закладная 90,30,шт,high
139965,закладная 90,15,шт,high
140006,закладная 90,4,шт,high
141536,закладная 90,3,шт,high
160925,закладная 90,2,шт,high
161050,закладная 90,25,шт,high
178413,закладная 90,4,,high
178489,закладная 90,4,шт,high
178515,закладная 90,5,шт,high
178533,закладная 90,4,шт,high
178560,закладная 90,7,шт,high
178571,закладная 90,4,,medium
178575,закладная 90,4,,medium
178640,закладная 90,9,,medium
178674,закладная 90,9,,medium
178751,закладная 90,4,шт,high
178755,закладная 90,14,шт,high
178759,закладная 90,5,шт,high
178816,закладная 90,16,шт,high
178821,закладная 90,4,шт,high
179160,закладная 90,4,,high
179198,закладная 90,5,шт,high
179217,закладная 90,4,шт,high
179242,закладная 90,10,шт,high
179250,закладная 90,2,шт,high
179290,закладная 90,8,шт,high
179301,закладная 90,1,шт,high
179326,закладная 90,6,,high
179424,закладная 90,4,,high
179454,закладная 90,6,,high
179533,закладная 90,16,,high
179564,закладная 90,12,,high
179686,закладная 90,2,шт,high
179712,закладная 90,6,шт,high
179817,закладная 90,10,,high
179930,закладная 90,10,шт,high
179934,закладная 90,20,шт,high
179961,закладная 90,12,шт,high
180117,закладная 90,19,,high
180125,закладная 90,6,,high
180207,закладная 90,3,,high
180333,закладная 90,2,,high
180391,закладная 90,4,,high
180417,закладная 90,7,,high
180422,закладная 90,4,шт,high
180422,закладная 90,4,,high
180436,закладная 90,8,шт,high
180436,закладная 90,8,,high
180454,закладная 90,3,шт,high
180454,закладная 90,3,,high
180465,закладная 90,6,шт,high
180465,закладная 90,6,,high
180502,закладная 90,4,шт,high
180502,закладная 90,4,,high
180517,закладная 90,10,шт,high
180578,закладная 90,13,шт,high
180594,закладная 90,8,,high
180612,закладная 90,9,,high
180696,закладная 90,3,,high
180765,закладная 90,5,,high
180801,закладная 90,4,,high
180810,закладная 90,16,,high
180896,закладная 90,27,шт,high
181019,закладная 90,4,,high
181061,закладная 90,4,,high
181120,закладная 90,2,,high
181128,закладная 90,4,,high
181161,закладная 90,48,,high
181283,закладная 90,12,,high
181432,закладная 90,23,,high
181498,закладная 90,1,,high
181502,закладная 90,2,,high
181525,закладная 90,10,,high
181529,закладная 90,3,,high
181673,закладная 90,4,,high
181725,закладная 90,18,,high
181847,закладная 90,10,шт,high
181975,закладная 90,8,,high
182021,закладная 90,4,,high
182053,закладная 90,7,,high
182095,закладная 90,10,,high
182151,закладная 90,6,,high
182324,закладная 90,4,,high
182371,закладная 90,6,,high
182385,закладная 90,2,,high
182422,закладная 90,5,,high
182437,закладная 90,10,,high
182447,закладная 90,3,,high
182503,закладная 90,34,,high
182510,закладная 90,4,,high
182571,закладная 90,8,шт,high
182575,закладная 90,15,шт,high
182602,закладная 90,8,шт,high
182615,закладная 90,4,,medium
182649,закладная 90,6,,medium
182692,закладная 90,9,,medium
182698,закладная 90,15,,medium
198941,закладная 90,2,шт,high
206158,закладная 90,5,шт,high
211400,закладная 90,25,шт,high
214557,закладная 90,2,шт,high
215973,закладная 90,5,шт,high
216318,закладная 90,15,шт,high
216481,закладная 90,13,шт,high
216486,закладная 90,10,шт,high
257880,закладная 90,10,шт,high
259488,закладная 90,10,шт,high
259740,закладная 90,4,шт,high
259824,закладная 90,6,шт,high
259824,закладная 90,6,,high
259848,закладная 90,4,шт,high
259896,закладная 90,19,шт,high
293905,закладная 90,2,,high
293922,закладная 90,6,,high
293966,закладная 90,4,,high
294017,закладная 90,4,,high
294062,закладная 90,6,шт,high
294069,закладная 90,9,шт,high
294144,закладная 90,3,,high
294251,закладная 90,8,шт,high
294259,закладная 90,5,шт,high
294312,закладная 90,5,шт,high
294368,закладная 90,5,шт,high
294372,закладная 90,8,шт,high
294451,закладная 90,6,шт,high
294485,закладная 90,4,шт,high
294584,закладная 90,4,шт,high
294593,закладная 90,5,шт,high
299579,закладная 90,2,шт,high
302016,закладная 90,7,шт,high
311058,закладная 90,24,шт,high
311241,закладная 90,4,шт,high
313642,закладная 90,4,шт,high
335128,закладная 90,9,шт,high
341072,закладная 90,2,шт,high
38174,закладная 90 для светильников,30,шт,high
89493,закладная 90 и кольца,5,шт,high
214549,закладная 90 мм,18,шт,high
214907,закладная 90 мм,30,шт,high
215151,закладная 90 мм,12,шт,high
215218,закладная 90 мм,8,шт,high
215696,закладная 90 мм,14,шт,high
215776,закладная 90 мм,4,шт,high
245923,закладная 90 мм,,,medium
315398,закладная 90 мм,4,шт,high
70609,закладная 90е,2,шт,high
66692,закладная 90мм,7,шт,high
119990,закладная 90мм,5,шт,high
160586,закладная 90мм,8,шт,high
305819,закладная 90мм,6,шт,high
319996,закладная 90мм,10,шт,high
273645,закладная gx 53,30,шт,high
273868,закладная gx 53,19,шт,high
287665,закладная брус 40*40,14,м,high
132473,закладная быстрый монтаж,16,шт,high
324896,закладная быстрый монтаж,22,,high
556,закладная вентилятор фанера,2,,high
73032,закладная д190мм,2,шт,high
182154,закладная двойная 80*160,7,,high
180288,закладная дерево 40*40,1,шт,high
39177,закладная деревяная 40/40,1,шт,high
214887,закладная деревянная под вентилятор с отверстием 120 мм,1,шт,high
73119,закладная для вентилятора 100мм,2,шт,high
73033,закладная для вентилятора д 125,2,шт,high
40527,закладная для встраиваемый светильник arte lamp tarf a2168pl-2wh,95,шт,high
14538,закладная для датчика фанера,8,шт,high
12794,закладная для люстры,1,шт,high
297378,закладная для люстры,3,шт,high
310465,закладная для люстры 250мм,1,шт,high
14698,закладная для люстры из фанеры,2,шт,high
156275,закладная для люстры из фанеры,1,шт,high
259150,закладная для люстры из фанеры,1,шт,high
156275,закладная для люстры тиса,1,шт,high
63798,закладная для люстры фанера,3,шт,high
72680,закладная для люстры фанера,1,шт,high
127319,закладная для люстры фанера,5,шт,high
299078,закладная для люстры фанера,1,шт,high
72971,закладная для люстры фанера + кольцо,1,шт,high
51038,закладная для люстры фанера 280,3,шт,high
51409,закладная для люстры фанера 280,1,шт,high
163957,закладная для натяжных потолков d55-115 мм белая,440,шт,high
51772,закладная для пож.датчика,2,шт,high
38310,закладная для прямоугольного светильника 160*80,1,шт,high
63933,закладная для светильника 80,3,шт,high
47640,закладная для светильника 90,4,шт,high
80806,закладная для светильника 90,6,шт,high
14538,закладная для светильника 90мм,4,шт,high
48224,закладная для светильника универсальная,10,шт,high
195426,закладная для сдвоенного светильника,4,шт,high
51570,закладная для спот фанера120,2,шт,high
51038,закладная для спота 120 фанера,2,шт,high
51409,закладная для спота 120 фанера,3,шт,high
51646,закладная для спотов 120 фанера,3,шт,high
221593,закладная и термокольцо под вытяжку 125,,,medium
185221,закладная из 10 мм пластика,1,шт,high
38564,закладная из пвх под прямоугольный светильник,6,шт,high
5932,закладная из фанеры 250*250мм внутренний вырез d105,1,шт,high
5935,закладная из фанеры 250*250мм внутренний вырез d105,1,шт,high
234410,закладная из фанеры 30*30,1,шт,high
109068,закладная из фанеры для люстры,1,шт,high
157989,закладная из фанеры для люстры,1,шт,high
5991,закладная из фанеры под вентилятор,2,шт,high
133407,закладная из фанеры под датчик,4,шт,high
61650,закладная из фанеры под люстру,1,шт,high
97771,закладная из фанеры под люстру,4,шт,high
142525,закладная из фанеры под люстру,6,шт,high
161305,закладная из фанеры под люстру,1,шт,high
161330,закладная из фанеры под люстру,1,шт,high
314704,закладная из фанеры под люстру,6,шт,high
314743,закладная из фанеры под люстру,1,шт,high
79880,закладная из фанеры под люстру 25х25,1,шт,high
157110,закладная из фанеры под пожарный датчик d120,5,шт,high
61650,закладная из фанеры под эл.вытяжку,1,шт,high
130694,закладная квадрат универсал,,,high
152509,закладная квадратная 16*82,4,шт,high
146106,закладная круглая 95мм,6,шт,high
38386,закладная люстра,2,шт,high
211094,закладная люстра,3,шт,high
215926,закладная люстра,2,шт,high
223400,закладная люстра,1,шт,high
228449,закладная люстра,1,шт,high
264489,закладная люстра,1,шт,high
264489,закладная люстра,,,low
273645,закладная люстра,1,,high
273868,закладная люстра,2,шт,high
312273,закладная люстра,3,шт,high
104199,закладная люстра + кольцо 35,1,шт,high
261279,закладная люстра 120 с малым отверстием,3,шт,high
299815,закладная люстра 40см/40см,13,шт,high
104461,закладная люстра дерево,3,шт,high
39177,закладная люстра пласт,3,шт,high
48972,закладная люстра фанера,5,шт,high
66692,закладная люстра фанера,1,шт,high
85056,закладная люстра фанера,,,medium
211094,закладная люстра фанера,1,шт,high
261279,закладная люстра фанера,1,шт,high
65848,закладная люстровая,,,medium
119982,закладная люстры стандарт,7,шт,high
341013,закладная люстры фанера,3,шт,high
85068,закладная мини люстра,2,,medium
197454,закладная мини люстра,11,шт,high
139385,закладная мини фанере,2,шт,high
39177,закладная минилюстра,3,шт,high
73197,закладная овал 160*82,2,шт,high
202943,закладная перфорированная пластина,20,шт,high
104805,закладная платформа 60-110,7,шт,high
221538,закладная по вытяжку 130,,,high
213731,закладная под gx 90,10,шт,high
95209,закладная под gx53,5,шт,high
105041,закладная под gx53,6,шт,high
142415,закладная под gx53,3,шт,high
142525,закладная под gx53,30,шт,high
313963,закладная под gx53,16,шт,high
267085,закладная под активную вытяжку,2,шт,high
113590,закладная под брусья,,,medium
179410,закладная под вент 120,2,,high
70992,закладная под вентелятор,2,шт,high
57277,закладная под вентилятор,2,шт,high
123996,закладная под вентилятор,2,шт,high
128040,закладная под вентилятор,100,м,high
178560,закладная под вентилятор (фанера),1,шт,high
178565,закладная под вентилятор (фанера),1,,medium
179217,закладная под вентилятор (фанера),1,шт,high
179306,закладная под вентилятор (фанера),2,шт,high
179310,закладная под вентилятор (фанера),1,шт,high
179433,закладная под вентилятор (фанера),1,,high
180333,закладная под вентилятор (фанера),1,,high
180387,закладная под вентилятор (фанера),1,,high
180431,закладная под вентилятор (фанера),1,шт,high
180431,закладная под вентилятор (фанера),1,,high
180436,закладная под вентилятор (фанера),1,шт,high
180436,закладная под вентилятор (фанера),1,,high
181102,закладная под вентилятор (фанера),1,,high
181940,закладная под вентилятор (фанера),1,,high
182053,закладная под вентилятор (фанера),2,,high
182442,закладная под вентилятор (фанера),1,,high
182503,закладная под вентилятор (фанера),2,,high
294148,закладная под вентилятор (фанера),1,,high
294171,закладная под вентилятор (фанера),2,,high
294295,закладная под вентилятор (фанера),1,шт,high
294377,закладная под вентилятор (фанера),1,шт,high
294419,закладная под вентилятор (фанера),1,шт,high
294556,закладная под вентилятор (фанера),1,шт,high
294611,закладная под вентилятор (фанера),2,,high
94150,закладная под вентилятор 100,2,шт,high
26217,закладная под вентилятор 100мм,1,шт,high
103222,закладная под вентилятор 105мм,1,шт,high
104746,закладная под вентилятор 105мм,1,шт,high
153628,закладная под вентилятор 110,1,,high
133377,закладная под вентилятор 110 из фанеры,2,шт,high
127184,закладная под вентилятор 110 фанера,1,шт,high
214568,закладная под вентилятор 110 фонеоа,2,шт,high
323719,закладная под вентилятор 125,1,шт,high
180275,закладная под вентилятор 125 мм,1,,high
180896,закладная под вентилятор 125 фанера,1,шт,high
104581,закладная под вентилятор дерево,2,шт,high
124096,закладная под вентилятор деревянная 105мм,1,шт,high
6226,закладная под вентилятор из фанеры 250*250мм вырез 125,2,шт,high
314389,закладная под вентилятор пластиковая,1,шт,high
70329,закладная под вентилятор фанера,1,шт,high
70651,закладная под вентилятор фанера,1,шт,high
178522,закладная под вентилятор фанера,1,шт,high
180753,закладная под вентилятор фанера,2,,high
180757,закладная под вентилятор фанера,1,,high
293884,закладная под вентилятор фанера,1,шт,high
293893,закладная под вентилятор фанера,1,шт,high
294078,закладная под вентилятор фанера,2,шт,high
126883,закладная под вентилятор фанера 110,1,шт,high
139899,закладная под вентилятор фанера 120,5,шт,high
122895,закладная под вентилятор фанера с вырезом 120мм,1,шт,high
122954,закладная под вентилятор фанера с вырезом 120мм,1,шт,high
273690,закладная под вентиляцию,2,шт,high
124121,закладная под вентиялтор деревянная,1,шт,high
7965,закладная под вытяжку,,,high
17278,закладная под вытяжку,2,шт,high
18732,закладная под вытяжку,1,шт,high
21768,закладная под вытяжку,,,high
26548,закладная под вытяжку 110 фанера,1,шт,high
53014,закладная под вытяжку 120,1,,high
19676,закладная под вытяжку фанера,1,шт,high
22125,"закладная под вытяжку фанера пк 12 3,2",3,шт,high
133377,закладная под датчик из фанеры,1,шт,high
175060,закладная под диффузор 125мм,3,шт,high
3227,закладная под люстра,1,шт,high
3034,закладная под люстру,2,шт,high
3215,закладная под люстру,1,шт,high
34720,закладная под люстру,2,шт,high
40193,закладная под люстру,1,шт,high
40326,закладная под люстру,1,шт,high
65991,закладная под люстру,74,шт,high
70992,закладная под люстру,2,шт,high
99117,закладная под люстру,1,шт,high
100998,закладная под люстру,2,шт,high
106446,закладная под люстру,1,шт,high
106618,закладная под люстру,1,шт,high
107091,закладная под люстру,1,шт,high
110772,закладная под люстру,1,шт,high
110778,закладная под люстру,1,шт,high
123732,закладная под люстру,3,шт,high
123996,закладная под люстру,3,шт,high
124121,закладная под люстру,2,шт,high
127936,закладная под люстру,2,шт,high
140998,закладная под люстру,3,шт,high
140999,закладная под люстру,3,шт,high
141701,закладная под люстру,3,шт,high
142702,закладная под люстру,1,,high
142702,закладная под люстру,1,шт,high
146956,закладная под люстру,1,шт,high
152723,закладная под люстру,3,шт,high
160710,закладная под люстру,1,шт,high
163210,закладная под люстру,,,medium
168475,закладная под люстру,3,шт,high
177566,закладная под люстру,1,шт,high
179104,закладная под люстру,1,шт,high
179853,закладная под люстру,1,шт,high
181052,закладная под люстру,4,,high
189524,закладная под люстру,1,шт,high
189964,закладная под люстру,1,шт,high
206282,закладная под люстру,6,,high
206895,закладная под люстру,1,шт,high
206979,закладная под люстру,1,шт,high
210242,закладная под люстру,,,high
211400,закладная под люстру,1,шт,high
231208,закладная под люстру,2,шт,high
232488,закладная под люстру,2,шт,high
232515,закладная под люстру,,,medium
246563,закладная под люстру,1,шт,high
256370,закладная под люстру,1,шт,high
257896,закладная под люстру,7,шт,high
257910,закладная под люстру,1,шт,high
257966,закладная под люстру,1,шт,high
260181,закладная под люстру,5,шт,high
261930,закладная под люстру,1,шт,high
261950,закладная под люстру,1,,high
265732,закладная под люстру,4,шт,high
265898,закладная под люстру,1,,high
267085,закладная под люстру,2,шт,high
